variant,characteristic,mean_abs_grad
ple,ret_36_12,0.00014479924082479552
ple,seas_1_1an,0.00010297291040842535
ple,seas_1_1na,0.00014696821348176553
ple,ivol_capm_21d,0.00013421689303110424
ple,ivol_capm_252d,0.00018908299737934914
ple,iskew_capm_21d,0.00010642564647544837
ple,rvol_21d,0.00010708424375631389
ple,rvol_252d,0.00013300978176857827
ple,rvolhl_21d,0.00017487908783247495
ple,rmax1_21d,0.0001038053210830488
ple,rmax5_21d,0.00011279544589569924
ple,rmax5_rvol_21d,5.986817516410762e-05
ple,rskew_21d,8.273164108080281e-05
ple,coskew_21d,9.597935597715456e-05
ple,beta_21d,9.783903548244176e-05
ple,beta_252d,0.00022051836642882945
ple,beta_dimson_21d,7.983015969405945e-05
ple,betadown_252d,0.00018240555432688177
ple,ami_126d,0.0001377234761245442
ple,dolvol_126d,0.00017020470694357456
ple,dolvol_var_126d,8.792906996556365e-05
ple,turnover_126d,9.362122500533589e-05
ple,turnover_var_126d,6.859688448457748e-05
ple,zero_trades_21d,8.589519038650905e-05
ple,zero_trades_126d,0.00010038055913658662
ple,zero_trades_252d,0.00012732894732228787
ple,bidaskhl_21d,0.0001749275424905742
ple,prc_highprc_252d,0.00022724755161107168
ple,age,0.00017526413149122766
ple,mispricing_mgmt,0.00013947348710037963
ple,mispricing_perf,0.0002546107301471541
ple,at_gr1,8.503330155993656e-05
ple,sale_gr1,0.00010166803869045298
ple,inv_gr1a,0.00010799215758500697
ple,fnl_gr1a,0.00013170865167618713
ple,nfna_gr1a,0.00013099180532663007
ple,tax_gr1a,0.00020853586695617803
ple,be_gr1a,0.0001017685957534316
ple,ebit_sale,0.00010251466991879473
ple,ope_be,0.0001324049728979541
ple,ni_be,5.8133455986535396e-05
ple,ebit_bev,7.763313556400437e-05
ple,dbnetis_at,0.0001428914138644662
ple,at_turnover,9.922698194714033e-05
ple,sale_bev,0.00013205543190755026
ple,cash_at,6.657045708076716e-05
ple,op_atl1,0.00011844377664601785
ple,ocf_at,6.321334609310724e-05
ple,op_at,8.447221677973477e-05
ple,ocf_at_chg1,0.00013062009960473613
ple,at_be,9.23651822965136e-05
ple,at_me,0.00021916268909990316
ple,be_me,0.00020184096849940638
ple,debt_me,0.00011248930374070669
ple,netdebt_me,0.00010637407527004448
ple,sale_me,0.00018866140741010895
ple,ni_me,0.00012453037362017012
ple,ocf_me,0.00020162812565104106
ple,bev_mev,0.00010205349095789033
ple,ebitda_mev,0.00011424729977685882
ple,qmj_prof,0.00015496584724436008
ple,qmj_safety,0.00012689487208263019
ple,lt_gr1,0.00010072076418055079
ple,be_gr1,0.00011437069964207089
ple,cash_gr1a,0.0002243475755009665
ple,debtst_gr1a,0.00021673665974958567
ple,ap_gr1a,9.471809467413551e-05
ple,debtlt_gr1a,0.00013267031941116631
ple,fna_gr1a,0.0001652090882362244
ple,ebitda_gr1a,0.00012115551229120077
ple,ebit_gr1a,0.00010459737214963147
ple,ni_gr1a,0.00010752199135519424
ple,nix_gr1a,9.643981947495682e-05
ple,dp_gr1a,0.000172638457576492
ple,ocf_gr1a,0.00015102088592963507
ple,dltnetis_gr1a,0.0002130413724535174
ple,dbnetis_gr1a,0.00014027837223693496
ple,xido_at,0.00016376934801276856
ple,ebitda_sale,9.171790125643988e-05
ple,pi_sale,9.613654710847189e-05
ple,ni_sale,9.831155935899006e-05
ple,nix_sale,0.00010275068546737506
ple,ocf_sale,0.00011222260752523045
ple,ebitda_at,8.611135600707107e-05
ple,ebit_at,8.948134140155161e-05
ple,fi_at,9.855110816715755e-05
ple,ni_at,6.732905811683547e-05
ple,nix_be,5.991107656882376e-05
ple,ocf_be,8.996358434160358e-05
ple,ebitda_bev,0.0001199541801391509
ple,fi_bev,0.00012568490566385057
ple,ebitda_ppen,9.5136418834348e-05
ple,dltnetis_at,9.546148611965088e-05
ple,dstnetis_at,0.00012564229327836074
ple,be_bev,0.00010187534515959364
ple,debt_bev,0.0001048701407565507
ple,cash_bev,7.861615016281576e-05
ple,debtlt_bev,0.00016274330484823918
ple,debtst_bev,7.310773507015255e-05
ple,ebitda_debt,0.00015020373025739292
ple,ocf_debt,0.00014042105522094056
ple,cash_lt,9.322837086680613e-05
ple,debtst_debt,0.00016452750698590536
ple,debtlt_debt,0.0001693629429246357
ple,lt_ppen,0.00013175126729038312
ple,debtlt_be,0.00014901087338330398
ple,debt_at,0.00011033464746712221
ple,debt_be,0.00010528381800819865
ple,ebit_int,8.354007153987673e-05
ple,sale_be,0.00010730063705220043
ple,cash_me,0.0001509394997325823
ple,ebitda_me,0.00019782834358920807
ple,ebit_me,0.00010554419738279342
ple,ope_me,0.00021181265617390942
ple,nix_me,0.00013091544521254644
ple,at_mev,0.0001107813798201581
ple,ppen_mev,0.00011445260211985447
ple,be_mev,8.628182181989055e-05
ple,cash_mev,7.778492345702642e-05
ple,sale_mev,0.00010764196355921742
ple,ebit_mev,0.00010315874663623009
ple,ocf_mev,0.00011751974630290837
ple,debt_mev,0.00014768021918219648
ple,debtlt_mev,0.00011840574029823377
ple,debtst_mev,0.00010818457872877235
ple,dltnetis_mev,8.854276031343032e-05
ple,dstnetis_mev,0.00014037965128712432
ple,dbnetis_mev,0.00011659703994155284
